date,bets,staked,profit,cumulative_profit,drawdown,cash_reserved,month,monthly_cumulative_profit,monthly_drawdown
2021-12-01,0,0.0,0.0,0.0,0.0,100.0,2021-12,0.0,0.0
2021-12-02,0,0.0,0.0,0.0,0.0,100.0,2021-12,0.0,0.0
2021-12-03,0,0.0,0.0,0.0,0.0,100.0,2021-12,0.0,0.0
2021-12-04,0,0.0,0.0,0.0,0.0,100.0,2021-12,0.0,0.0
2021-12-05,1,1.0,-1.0,-1.0,1.0,99.0,2021-12,-1.0,1.0
2021-12-06,0,0.0,0.0,-1.0,1.0,100.0,2021-12,-1.0,1.0
2021-12-07,0,0.0,0.0,-1.0,1.0,100.0,2021-12,-1.0,1.0
2021-12-08,0,0.0,0.0,-1.0,1.0,100.0,2021-12,-1.0,1.0
2021-12-09,0,0.0,0.0,-1.0,1.0,100.0,2021-12,-1.0,1.0
2021-12-10,1,4.64,4.46,3.46,0.0,95.36,2021-12,3.46,0.0
2021-12-11,2,3.92,1.32,4.78,0.0,96.08,2021-12,4.78,0.0
2021-12-12,1,4.18,4.3,9.08,0.0,95.82,2021-12,9.08,0.0
2021-12-13,0,0.0,0.0,9.08,0.0,100.0,2021-12,9.08,0.0
2021-12-14,0,0.0,0.0,9.08,0.0,100.0,2021-12,9.08,0.0
2021-12-15,0,0.0,0.0,9.08,0.0,100.0,2021-12,9.08,0.0
2021-12-16,0,0.0,0.0,9.08,0.0,100.0,2021-12,9.08,0.0
2021-12-17,0,0.0,0.0,9.08,0.0,100.0,2021-12,9.08,0.0
2021-12-18,0,0.0,0.0,9.08,0.0,100.0,2021-12,9.08,0.0
2021-12-19,0,0.0,0.0,9.08,0.0,100.0,2021-12,9.08,0.0
2021-12-20,0,0.0,0.0,9.08,0.0,100.0,2021-12,9.08,0.0
2021-12-21,0,0.0,0.0,9.08,0.0,100.0,2021-12,9.08,0.0
2021-12-22,0,0.0,0.0,9.08,0.0,100.0,2021-12,9.08,0.0
2021-12-23,0,0.0,0.0,9.08,0.0,100.0,2021-12,9.08,0.0
2021-12-24,0,0.0,0.0,9.08,0.0,100.0,2021-12,9.08,0.0
