date,bets,staked,profit,cumulative_profit,drawdown,cash_reserved,month,monthly_cumulative_profit,monthly_drawdown
2021-12-01,0,0.0,0.0,0.0,0.0,100.0,2021-12,0.0,0.0
2021-12-02,0,0.0,0.0,0.0,0.0,100.0,2021-12,0.0,0.0
2021-12-03,0,0.0,0.0,0.0,0.0,100.0,2021-12,0.0,0.0
2021-12-04,0,0.0,0.0,0.0,0.0,100.0,2021-12,0.0,0.0
2021-12-05,1,1.35,-1.35,-1.35,1.35,98.65,2021-12,-1.35,1.35
2021-12-06,0,0.0,0.0,-1.35,1.35,100.0,2021-12,-1.35,1.35
2021-12-07,0,0.0,0.0,-1.35,1.35,100.0,2021-12,-1.35,1.35
2021-12-08,0,0.0,0.0,-1.35,1.35,100.0,2021-12,-1.35,1.35
2021-12-09,0,0.0,0.0,-1.35,1.35,100.0,2021-12,-1.35,1.35
2021-12-10,1,4.33,4.16,2.81,0.0,95.67,2021-12,2.81,0.0
2021-12-11,2,3.15,1.17,3.98,0.0,96.85,2021-12,3.98,0.0
2021-12-12,1,3.74,3.85,7.83,0.0,96.26,2021-12,7.83,0.0
2021-12-13,0,0.0,0.0,7.83,0.0,100.0,2021-12,7.83,0.0
2021-12-14,0,0.0,0.0,7.83,0.0,100.0,2021-12,7.83,0.0
2021-12-15,0,0.0,0.0,7.83,0.0,100.0,2021-12,7.83,0.0
2021-12-16,0,0.0,0.0,7.83,0.0,100.0,2021-12,7.83,0.0
2021-12-17,0,0.0,0.0,7.83,0.0,100.0,2021-12,7.83,0.0
2021-12-18,0,0.0,0.0,7.83,0.0,100.0,2021-12,7.83,0.0
2021-12-19,0,0.0,0.0,7.83,0.0,100.0,2021-12,7.83,0.0
2021-12-20,0,0.0,0.0,7.83,0.0,100.0,2021-12,7.83,0.0
2021-12-21,0,0.0,0.0,7.83,0.0,100.0,2021-12,7.83,0.0
2021-12-22,0,0.0,0.0,7.83,0.0,100.0,2021-12,7.83,0.0
2021-12-23,0,0.0,0.0,7.83,0.0,100.0,2021-12,7.83,0.0
2021-12-24,0,0.0,0.0,7.83,0.0,100.0,2021-12,7.83,0.0
