test_month,date,bets,staked,profit,cumulative_profit,drawdown,cash_reserved
2022-08,2022-08-01,0,0.0,0.0,0.0,0.0,100.0
2022-08,2022-08-02,0,0.0,0.0,0.0,0.0,100.0
2022-08,2022-08-03,0,0.0,0.0,0.0,0.0,100.0
2022-08,2022-08-04,0,0.0,0.0,0.0,0.0,100.0
2022-08,2022-08-05,0,0.0,0.0,0.0,0.0,100.0
2022-08,2022-08-06,0,0.0,0.0,0.0,0.0,100.0
2022-08,2022-08-07,0,0.0,0.0,0.0,0.0,100.0
2022-08,2022-08-08,0,0.0,0.0,0.0,0.0,100.0
2022-08,2022-08-09,0,0.0,0.0,0.0,0.0,100.0
2022-08,2022-08-10,0,0.0,0.0,0.0,0.0,100.0
2022-08,2022-08-11,0,0.0,0.0,0.0,0.0,100.0
2022-08,2022-08-12,0,0.0,0.0,0.0,0.0,100.0
2022-08,2022-08-13,0,0.0,0.0,0.0,0.0,100.0
2022-08,2022-08-14,1,0.51,0.85,0.85,0.0,99.49
2022-08,2022-08-15,0,0.0,0.0,0.85,0.0,100.0
2022-08,2022-08-16,0,0.0,0.0,0.85,0.0,100.0
2022-08,2022-08-17,0,0.0,0.0,0.85,0.0,100.0
2022-08,2022-08-18,0,0.0,0.0,0.85,0.0,100.0
2022-08,2022-08-19,0,0.0,0.0,0.85,0.0,100.0
2022-08,2022-08-20,0,0.0,0.0,0.85,0.0,100.0
2022-08,2022-08-21,0,0.0,0.0,0.85,0.0,100.0
2022-08,2022-08-22,0,0.0,0.0,0.85,0.0,100.0
2022-08,2022-08-23,0,0.0,0.0,0.85,0.0,100.0
2022-08,2022-08-24,0,0.0,0.0,0.85,0.0,100.0
2022-08,2022-08-25,0,0.0,0.0,0.85,0.0,100.0
2022-08,2022-08-26,0,0.0,0.0,0.85,0.0,100.0
2022-08,2022-08-27,0,0.0,0.0,0.85,0.0,100.0
2022-08,2022-08-28,1,0.22,0.33,1.18,0.0,99.78
2022-08,2022-08-29,0,0.0,0.0,1.18,0.0,100.0
2022-08,2022-08-30,0,0.0,0.0,1.18,0.0,100.0
2022-08,2022-08-31,0,0.0,0.0,1.18,0.0,100.0
2022-09,2022-09-01,0,0.0,0.0,0.0,0.0,100.0
2022-09,2022-09-02,0,0.0,0.0,0.0,0.0,100.0
2022-09,2022-09-03,0,0.0,0.0,0.0,0.0,100.0
2022-09,2022-09-04,0,0.0,0.0,0.0,0.0,100.0
2022-09,2022-09-05,0,0.0,0.0,0.0,0.0,100.0
2022-09,2022-09-06,0,0.0,0.0,0.0,0.0,100.0
2022-09,2022-09-07,0,0.0,0.0,0.0,0.0,100.0
2022-09,2022-09-08,0,0.0,0.0,0.0,0.0,100.0
2022-09,2022-09-09,0,0.0,0.0,0.0,0.0,100.0
2022-09,2022-09-10,0,0.0,0.0,0.0,0.0,100.0
2022-09,2022-09-11,0,0.0,0.0,0.0,0.0,100.0
2022-09,2022-09-12,0,0.0,0.0,0.0,0.0,100.0
2022-09,2022-09-13,0,0.0,0.0,0.0,0.0,100.0
2022-09,2022-09-14,0,0.0,0.0,0.0,0.0,100.0
2022-09,2022-09-15,0,0.0,0.0,0.0,0.0,100.0
2022-09,2022-09-16,0,0.0,0.0,0.0,0.0,100.0
2022-09,2022-09-17,0,0.0,0.0,0.0,0.0,100.0
2022-09,2022-09-18,0,0.0,0.0,0.0,0.0,100.0
2022-09,2022-09-19,0,0.0,0.0,0.0,0.0,100.0
2022-09,2022-09-20,0,0.0,0.0,0.0,0.0,100.0
2022-09,2022-09-21,0,0.0,0.0,0.0,0.0,100.0
2022-09,2022-09-22,0,0.0,0.0,0.0,0.0,100.0
2022-09,2022-09-23,0,0.0,0.0,0.0,0.0,100.0
2022-09,2022-09-24,1,0.45,-0.45,-0.45,0.45,99.55
2022-09,2022-09-25,1,0.22,-0.22,-0.67,0.67,99.78
2022-09,2022-09-26,0,0.0,0.0,-0.67,0.67,100.0
2022-09,2022-09-27,0,0.0,0.0,-0.67,0.67,100.0
2022-09,2022-09-28,0,0.0,0.0,-0.67,0.67,100.0
2022-09,2022-09-29,0,0.0,0.0,-0.67,0.67,100.0
2022-09,2022-09-30,0,0.0,0.0,-0.67,0.67,100.0
2022-10,2022-10-01,0,0.0,0.0,0.0,0.0,100.0
