bet_date,settlement_date,league,home_team,away_team,outcome,actual_result,odds,stake,won,profit,rule_label,month,season
2023-05-01,2023-05-02,I2,Ascoli,Pisa,draw,home,3.06,14.29,False,-14.29,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-01,2023-05-02,I2,Sudtirol,Genoa,draw,draw,3.07,14.29,True,29.57,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-01,2023-05-02,I2,Venezia,Modena,draw,home,3.18,14.29,False,-14.29,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-01,2023-05-02,I2,Bari,Cittadella,draw,draw,3.21,14.29,True,31.57,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-01,2023-05-02,I2,Benevento,Parma,draw,draw,3.22,14.29,True,31.71,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-01,2023-05-02,I2,Como,Palermo,draw,draw,3.28,14.29,True,32.57,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-01,2023-05-02,I2,Brescia,Cosenza,draw,home,3.33,14.29,False,-14.29,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-05,2023-05-06,I2,Perugia,Cagliari,draw,away,3.07,100.0,False,-100.0,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-06,2023-05-07,I2,Modena,Bari,draw,draw,3.01,16.67,True,33.5,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-06,2023-05-07,I2,Cosenza,Venezia,draw,draw,3.07,16.67,True,34.5,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
2023-05-06,2023-05-07,I2,Reggina,Como,draw,home,3.17,16.67,False,-16.67,"league|outcome|odds_bucket=I2|draw|[2.8,3.5)",2023-05,2022-23
