month,train_window,status,training_candidates,bets,active_days,staked,profit,roi_pct,available_capacity,test_candidates,alpha,safety_margin,maximum_odds,validation_rmse_pct,average_closing_edge_pct,positive_clv_rate,outcome_counts
2021-09,2020-12-01..2021-08-31,ABSTAIN_INNER_VALIDATION,445,0,0,0.0,0.0,0.0,3000.0,,,,,,,,
2021-10,2021-01-01..2021-09-30,ABSTAIN_INNER_VALIDATION,896,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2021-11,2021-02-01..2021-10-31,ABSTAIN_INNER_VALIDATION,1452,0,0,0.0,0.0,0.0,3000.0,,,,,,,,
2021-12,2021-03-01..2021-11-30,FROZEN_MODEL_EVALUATED,1898,11,6,3.14,-0.23,-7.32,3100.0,498.0,10.0,0.25,5.0,7.7361,4.1916,0.7273,"{'home': 7, 'away': 3, 'draw': 1}"
2022-01,2021-04-01..2021-12-31,FROZEN_MODEL_EVALUATED,2396,3,3,0.4,0.41,102.5,3100.0,446.0,100.0,0.25,5.0,7.3929,18.5016,1.0,"{'away': 1, 'home': 2}"
2022-02,2021-05-01..2022-01-31,FROZEN_MODEL_EVALUATED,2842,21,10,10.6,1.13,10.66,2800.0,627.0,100.0,0.0,5.0,8.0065,8.8713,0.8095,"{'home': 11, 'draw': 6, 'away': 4}"
2022-03,2021-06-01..2022-02-28,FROZEN_MODEL_EVALUATED,3469,20,10,8.33,5.65,67.83,3100.0,473.0,100.0,0.25,5.0,8.2438,12.3617,0.8,"{'home': 11, 'away': 8, 'draw': 1}"
2022-04,2021-07-01..2022-03-31,FROZEN_MODEL_EVALUATED,3942,10,5,7.13,6.69,93.83,3000.0,654.0,10.0,0.25,5.0,8.6679,13.6136,0.9,"{'home': 6, 'away': 4}"
2022-05,2021-08-01..2022-04-30,FROZEN_MODEL_EVALUATED,4559,5,3,2.83,-0.87,-30.74,3100.0,332.0,1.0,0.5,5.0,8.7528,4.5869,0.6,"{'home': 3, 'away': 2}"
2022-08,2021-11-01..2022-07-31,ABSTAIN_INNER_VALIDATION,3532,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2022-09,2021-12-01..2022-08-31,FROZEN_MODEL_EVALUATED,3601,7,5,3.59,-3.59,-100.0,3000.0,323.0,1.0,0.0,5.0,8.4638,7.3201,0.7143,"{'away': 4, 'home': 3}"
2022-10,2022-01-01..2022-09-30,FROZEN_MODEL_EVALUATED,3426,11,10,4.02,2.2,54.73,3100.0,675.0,1.0,0.0,5.0,8.4489,7.7991,1.0,"{'away': 4, 'home': 5, 'draw': 2}"
2022-11,2022-02-01..2022-10-31,FROZEN_MODEL_EVALUATED,3655,9,6,1.3,-0.37,-28.46,3000.0,334.0,100.0,0.0,5.0,8.2755,1.7192,0.6667,"{'away': 3, 'draw': 3, 'home': 3}"
2022-12,2022-03-01..2022-11-30,FROZEN_MODEL_EVALUATED,3362,2,1,0.24,-0.24,-100.0,3100.0,254.0,100.0,0.0,5.0,8.0871,3.8849,0.5,{'away': 2}
2023-01,2022-04-01..2022-12-31,FROZEN_MODEL_EVALUATED,3143,4,4,0.57,0.02,3.51,3100.0,459.0,1.0,0.0,5.0,8.1074,5.776,0.75,"{'away': 2, 'home': 2}"
2023-02,2022-05-01..2023-01-31,FROZEN_MODEL_EVALUATED,2948,6,5,0.72,-0.31,-43.06,2800.0,496.0,10.0,0.0,5.0,8.1936,3.5204,0.5,"{'away': 4, 'draw': 1, 'home': 1}"
2023-03,2022-06-01..2023-02-28,FROZEN_MODEL_EVALUATED,3113,5,4,1.09,-0.38,-34.86,3100.0,384.0,100.0,0.0,5.0,7.9513,-0.0311,0.4,"{'away': 4, 'home': 1}"
2023-04,2022-07-01..2023-03-31,ABSTAIN_INNER_VALIDATION,3497,0,0,0.0,0.0,0.0,3000.0,,,,,,,,
2023-05,2022-08-01..2023-04-30,ABSTAIN_INNER_VALIDATION,4014,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2023-08,2022-11-01..2023-07-31,ABSTAIN_INNER_VALIDATION,2933,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2023-09,2022-12-01..2023-08-31,ABSTAIN_INNER_VALIDATION,2871,0,0,0.0,0.0,0.0,3000.0,,,,,,,,
2023-10,2023-01-01..2023-09-30,ABSTAIN_INNER_VALIDATION,3090,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2023-11,2023-02-01..2023-10-31,ABSTAIN_INNER_VALIDATION,3069,0,0,0.0,0.0,0.0,3000.0,,,,,,,,
2023-12,2023-03-01..2023-11-30,ABSTAIN_INNER_VALIDATION,2933,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2024-01,2023-04-01..2023-12-31,FROZEN_MODEL_EVALUATED,3114,0,0,0.0,0.0,0.0,3100.0,40.0,10.0,0.0,5.0,7.8398,,,{}
2024-02,2023-05-01..2024-01-31,ABSTAIN_INNER_VALIDATION,2580,0,0,0.0,0.0,0.0,2900.0,,,,,,,,
2024-03,2023-06-01..2024-02-29,ABSTAIN_INNER_VALIDATION,2202,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2024-04,2023-07-01..2024-03-31,ABSTAIN_INNER_VALIDATION,2160,0,0,0.0,0.0,0.0,3000.0,,,,,,,,
2024-05,2023-08-01..2024-04-30,ABSTAIN_INNER_VALIDATION,2148,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2024-08,2023-11-01..2024-07-31,ABSTAIN_INNER_VALIDATION,969,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2024-09,2023-12-01..2024-08-31,ABSTAIN_INNER_VALIDATION,942,0,0,0.0,0.0,0.0,3000.0,,,,,,,,
2024-10,2024-01-01..2024-09-30,ABSTAIN_INNER_VALIDATION,799,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2024-11,2024-02-01..2024-10-31,ABSTAIN_INNER_VALIDATION,1162,0,0,0.0,0.0,0.0,3000.0,,,,,,,,
2024-12,2024-03-01..2024-11-30,FROZEN_MODEL_EVALUATED,1556,4,3,1.22,3.52,288.52,3100.0,435.0,100.0,0.0,5.0,8.054,28.6294,1.0,"{'draw': 2, 'away': 1, 'home': 1}"
2025-01,2024-04-01..2024-12-31,FROZEN_MODEL_EVALUATED,1991,11,9,1.57,0.24,15.29,3100.0,432.0,100.0,0.0,5.0,8.2195,2.5721,0.8182,"{'home': 1, 'draw': 8, 'away': 2}"
2025-02,2024-05-01..2025-01-31,FROZEN_MODEL_EVALUATED,2423,16,10,2.45,1.2,48.98,2800.0,449.0,100.0,0.0,5.0,7.9116,3.7797,0.875,"{'away': 1, 'draw': 13, 'home': 2}"
2025-03,2024-06-01..2025-02-28,FROZEN_MODEL_EVALUATED,2872,7,6,0.88,-0.48,-54.55,3100.0,325.0,100.0,0.0,5.0,8.0433,5.719,0.8571,"{'draw': 5, 'away': 2}"
2025-04,2024-07-01..2025-03-31,FROZEN_MODEL_EVALUATED,3197,0,0,0.0,0.0,0.0,3000.0,0.0,100.0,0.0,5.0,7.4276,,,{}
2025-05,2024-08-01..2025-04-30,FROZEN_MODEL_EVALUATED,3193,0,0,0.0,0.0,0.0,3100.0,0.0,100.0,0.0,5.0,7.4614,,,{}
2025-08,2024-11-01..2025-07-31,ABSTAIN_INNER_VALIDATION,2039,0,0,0.0,0.0,0.0,3100.0,,,,,,,,
2025-09,2024-12-01..2025-08-31,FROZEN_MODEL_EVALUATED,2059,6,3,1.14,0.84,73.68,3000.0,414.0,1.0,0.25,5.0,8.8117,10.9324,1.0,"{'away': 4, 'home': 1, 'draw': 1}"
2025-10,2025-01-01..2025-09-30,FROZEN_MODEL_EVALUATED,2038,9,8,1.62,-0.56,-34.57,3100.0,416.0,1.0,0.25,5.0,8.7411,1.7084,0.5556,"{'away': 7, 'home': 2}"
2025-11,2025-02-01..2025-10-31,FROZEN_MODEL_EVALUATED,2022,12,8,2.58,1.28,49.61,3000.0,441.0,1.0,0.25,5.0,8.5358,12.0599,0.8333,"{'away': 10, 'home': 2}"
2025-12,2025-03-01..2025-11-30,FROZEN_MODEL_EVALUATED,2014,14,10,2.02,-0.67,-33.17,3100.0,404.0,100.0,0.0,5.0,8.233,9.0134,0.7857,"{'away': 12, 'home': 2}"
2026-01,2025-04-01..2025-12-31,FROZEN_MODEL_EVALUATED,2093,8,7,1.34,0.02,1.49,3100.0,404.0,100.0,0.0,5.0,8.1246,5.1485,0.75,{'away': 8}
2026-02,2025-05-01..2026-01-31,FROZEN_MODEL_EVALUATED,2497,0,0,0.0,0.0,0.0,2800.0,375.0,100.0,0.25,5.0,8.1817,,,{}
2026-03,2025-06-01..2026-02-28,FROZEN_MODEL_EVALUATED,2872,1,1,0.13,-0.13,-100.0,3100.0,344.0,10.0,0.25,5.0,8.1231,-9.2174,0.0,{'away': 1}
2026-04,2025-07-01..2026-03-31,FROZEN_MODEL_EVALUATED,3216,5,4,0.84,0.93,110.71,3000.0,309.0,1.0,0.0,5.0,8.4625,1.8703,0.6,"{'away': 3, 'home': 2}"
