month,train_window,status,training_candidates,bets,active_days,staked,profit,roi_pct,available_capacity,test_candidates,alpha,safety_margin,estimator_profile,maximum_odds,validation_rmse_pct,outcome_probability_validation_brier,market_probability_validation_brier,outcome_probability_weight,positive_clv_validation_brier,minimum_positive_clv_probability,average_closing_edge_pct,positive_clv_rate,outcome_counts
2021-10,2020-04-01..2021-09-30,ABSTAIN_INNER_VALIDATION,3694,0,0,0.0,0.0,0.0,3100.0,,,,,,,,,,,,,,
2021-11,2020-05-01..2021-10-31,ABSTAIN_INNER_VALIDATION,5883,0,0,0.0,0.0,0.0,3000.0,,,,,,,,,,,,,,
2021-12,2020-06-01..2021-11-30,ABSTAIN_INNER_VALIDATION,7571,0,0,0.0,0.0,0.0,3100.0,,,,,,,,,,,,,,
2022-01,2020-07-01..2021-12-31,ABSTAIN_INNER_VALIDATION,9373,0,0,0.0,0.0,0.0,3100.0,,,,,,,,,,,,,,
2022-02,2020-08-01..2022-01-31,ABSTAIN_INNER_VALIDATION,11058,0,0,0.0,0.0,0.0,2800.0,,,,,,,,,,,,,,
2022-03,2020-09-01..2022-02-28,FROZEN_MODEL_EVALUATED,13345,14,10,4.0,1.03,25.75,3100.0,1804.0,100.0,0.25,ridge,5.0,7.5672,,,0.0,,0.0,9.9884,0.8571,"{'home': 10, 'away': 4}"
2022-04,2020-10-01..2022-03-31,FROZEN_MODEL_EVALUATED,15149,5,4,1.68,1.11,66.07,3000.0,2415.0,100.0,0.5,ridge,5.0,7.4965,,,0.0,,0.0,11.8116,0.8,"{'home': 4, 'away': 1}"
2022-05,2020-11-01..2022-04-30,FROZEN_MODEL_EVALUATED,17564,5,3,1.49,-0.24,-16.11,3100.0,1164.0,1.0,0.5,ridge,5.0,7.813,,,0.0,,0.0,4.5869,0.6,"{'home': 3, 'away': 2}"
2022-08,2021-02-01..2022-07-31,FROZEN_MODEL_EVALUATED,18975,3,3,0.69,0.8,115.94,3100.0,1965.0,100.0,0.25,ridge,5.0,8.2513,,,0.0,,0.0,21.3068,1.0,"{'away': 2, 'home': 1}"
2022-09,2021-03-01..2022-08-31,FROZEN_MODEL_EVALUATED,20940,3,3,1.71,-1.71,-100.0,3000.0,1543.0,100.0,0.25,ridge,5.0,8.354,,,0.0,,0.0,13.4656,1.0,"{'home': 2, 'away': 1}"
2022-10,2021-04-01..2022-09-30,FROZEN_MODEL_EVALUATED,22483,1,1,0.54,0.58,107.41,3100.0,2635.0,10.0,0.25,ridge,5.0,8.3198,,,0.0,,0.0,13.0154,1.0,{'home': 1}
2022-11,2021-05-01..2022-10-31,FROZEN_MODEL_EVALUATED,25118,3,3,0.39,-0.39,-100.0,3000.0,1252.0,1.0,0.0,ridge,5.0,7.8753,,,0.0,,0.0,0.8847,0.6667,{'home': 3}
2022-12,2021-06-01..2022-11-30,FROZEN_MODEL_EVALUATED,26370,0,0,0.0,0.0,0.0,3100.0,1022.0,100.0,0.0,ridge,5.0,7.2561,,,0.0,,0.0,,,{}
2023-01,2021-07-01..2022-12-31,FROZEN_MODEL_EVALUATED,27392,3,2,0.36,0.06,16.67,3100.0,1883.0,100.0,0.0,ridge,5.0,7.2324,,,0.0,,0.0,3.1829,0.6667,"{'home': 2, 'away': 1}"
2023-02,2021-08-01..2023-01-31,FROZEN_MODEL_EVALUATED,29129,2,2,0.27,0.22,81.48,2800.0,2095.0,100.0,0.0,ridge,5.0,7.1595,,,0.0,,0.0,13.4254,1.0,{'home': 2}
2023-03,2021-09-01..2023-02-28,FROZEN_MODEL_EVALUATED,29546,6,4,1.43,-0.58,-40.56,3100.0,1650.0,10.0,0.0,ridge,5.0,6.9318,,,0.0,,0.0,-3.1931,0.3333,"{'away': 4, 'home': 2}"
2023-04,2021-10-01..2023-03-31,FROZEN_MODEL_EVALUATED,29326,12,9,3.37,0.41,12.17,3000.0,2486.0,100.0,0.0,ridge,5.0,6.7799,,,0.0,,0.0,8.1272,0.8333,"{'home': 7, 'away': 3, 'draw': 2}"
2023-05,2021-11-01..2023-04-30,ABSTAIN_INNER_VALIDATION,29623,0,0,0.0,0.0,0.0,3100.0,,,,,,,,,,,,,,
2023-08,2022-02-01..2023-07-31,ABSTAIN_INNER_VALIDATION,26182,0,0,0.0,0.0,0.0,3100.0,,,,,,,,,,,,,,
2023-09,2022-03-01..2023-08-31,FROZEN_MODEL_EVALUATED,25351,1,1,0.1,-0.1,-100.0,3000.0,1999.0,1.0,0.0,ridge,5.0,7.7587,,,0.0,,0.0,9.6753,1.0,{'draw': 1}
2023-10,2022-04-01..2023-09-30,FROZEN_MODEL_EVALUATED,25546,1,1,0.36,0.23,63.89,3100.0,1882.0,1.0,0.0,ridge,5.0,7.7835,,,0.0,,0.0,4.707,1.0,{'home': 1}
2023-11,2022-05-01..2023-10-31,ABSTAIN_INNER_VALIDATION,25013,0,0,0.0,0.0,0.0,3000.0,,,,,,,,,,,,,,
2023-12,2022-06-01..2023-11-30,FROZEN_MODEL_EVALUATED,25395,2,2,0.26,-0.26,-100.0,3100.0,2158.0,10.0,0.0,ridge,5.0,6.7995,,,0.0,,0.0,-1.9086,0.5,"{'home': 1, 'draw': 1}"
2024-01,2022-07-01..2023-12-31,FROZEN_MODEL_EVALUATED,27553,0,0,0.0,0.0,0.0,3100.0,1560.0,10.0,0.0,ridge,5.0,6.7437,,,0.0,,0.0,,,{}
2024-02,2022-08-01..2024-01-31,FROZEN_MODEL_EVALUATED,28866,0,0,0.0,0.0,0.0,2900.0,1996.0,10.0,0.0,ridge,5.0,6.8045,,,0.0,,0.0,,,{}
2024-03,2022-09-01..2024-02-29,ABSTAIN_INNER_VALIDATION,28897,0,0,0.0,0.0,0.0,3100.0,,,,,,,,,,,,,,
2024-04,2022-10-01..2024-03-31,ABSTAIN_INNER_VALIDATION,29036,0,0,0.0,0.0,0.0,3000.0,,,,,,,,,,,,,,
2024-05,2022-11-01..2024-04-30,ABSTAIN_INNER_VALIDATION,28467,0,0,0.0,0.0,0.0,3100.0,,,,,,,,,,,,,,
2024-08,2023-02-01..2024-07-31,ABSTAIN_INNER_VALIDATION,25509,0,0,0.0,0.0,0.0,3100.0,,,,,,,,,,,,,,
2024-09,2023-03-01..2024-08-31,ABSTAIN_INNER_VALIDATION,24926,0,0,0.0,0.0,0.0,3000.0,,,,,,,,,,,,,,
2024-10,2023-04-01..2024-09-30,FROZEN_MODEL_EVALUATED,24968,4,4,0.69,-0.69,-100.0,3100.0,1801.0,100.0,0.0,ridge,5.0,8.016,,,0.0,,0.0,2.1778,0.75,"{'home': 1, 'away': 3}"
2024-11,2023-05-01..2024-10-31,ABSTAIN_INNER_VALIDATION,24283,0,0,0.0,0.0,0.0,3000.0,,,,,,,,,,,,,,
2024-12,2023-06-01..2024-11-30,FROZEN_MODEL_EVALUATED,24436,3,2,0.4,0.81,202.5,3100.0,2022.0,100.0,0.0,ridge,5.0,7.8378,,,0.0,,0.0,5.9011,0.6667,"{'draw': 1, 'home': 1, 'away': 1}"
2025-01,2023-07-01..2024-12-31,FROZEN_MODEL_EVALUATED,26313,2,2,0.23,0.21,91.3,3100.0,1828.0,100.0,0.0,ridge,5.0,7.7571,,,0.0,,0.0,10.8274,1.0,"{'away': 1, 'draw': 1}"
2025-02,2023-08-01..2025-01-31,FROZEN_MODEL_EVALUATED,28093,0,0,0.0,0.0,0.0,2800.0,1963.0,100.0,0.5,ridge,5.0,8.1165,,,0.0,,0.0,,,{}
2025-03,2023-09-01..2025-02-28,FROZEN_MODEL_EVALUATED,28600,1,1,0.14,-0.14,-100.0,3100.0,1973.0,100.0,0.25,ridge,5.0,7.4188,,,0.0,,0.0,5.5663,1.0,{'draw': 1}
2025-04,2023-10-01..2025-03-31,FROZEN_MODEL_EVALUATED,28574,0,0,0.0,0.0,0.0,3000.0,2055.0,1.0,0.25,ridge,5.0,7.2762,,,0.0,,0.0,,,{}
2025-05,2023-11-01..2025-04-30,FROZEN_MODEL_EVALUATED,28747,2,1,0.4,0.96,240.0,3100.0,1382.0,10.0,0.25,ridge,5.0,7.2775,,,0.0,,0.0,12.2315,1.0,"{'away': 1, 'home': 1}"
2025-08,2024-02-01..2025-07-31,FROZEN_MODEL_EVALUATED,24915,7,5,1.01,-1.01,-100.0,3100.0,1677.0,1.0,0.0,ridge,5.0,8.1249,,,0.0,,0.0,3.6295,0.5714,"{'home': 1, 'away': 5, 'draw': 1}"
2025-09,2024-03-01..2025-08-31,FROZEN_MODEL_EVALUATED,24596,12,6,1.69,2.6,153.85,3000.0,1628.0,10.0,0.0,ridge,5.0,8.3754,,,0.0,,0.0,9.6713,0.9167,"{'away': 10, 'home': 1, 'draw': 1}"
2025-10,2024-04-01..2025-09-30,FROZEN_MODEL_EVALUATED,24542,5,5,0.91,-0.45,-49.45,3100.0,1739.0,10.0,0.25,ridge,5.0,8.5232,,,0.0,,0.0,2.9865,0.6,"{'away': 4, 'home': 1}"
2025-11,2024-05-01..2025-10-31,FROZEN_MODEL_EVALUATED,24215,3,3,0.36,0.72,200.0,3000.0,1866.0,100.0,0.25,ridge,5.0,8.2373,,,0.0,,0.0,4.3267,0.6667,{'away': 3}
2025-12,2024-06-01..2025-11-30,FROZEN_MODEL_EVALUATED,24939,1,1,0.1,0.31,310.0,3100.0,1838.0,100.0,0.25,ridge,5.0,7.1231,,,0.0,,0.0,28.1175,1.0,{'away': 1}
2026-01,2024-07-01..2025-12-31,FROZEN_MODEL_EVALUATED,26741,6,5,1.02,0.5,49.02,3100.0,2004.0,100.0,0.25,ridge,5.0,6.9365,,,0.0,,0.0,5.9992,0.8333,{'away': 6}
2026-02,2024-08-01..2026-01-31,FROZEN_MODEL_EVALUATED,28724,4,4,0.48,0.56,116.67,2800.0,2056.0,100.0,0.0,ridge,5.0,6.9004,,,0.0,,0.0,12.3949,1.0,"{'away': 3, 'home': 1}"
2026-03,2024-09-01..2026-02-28,FROZEN_MODEL_EVALUATED,29268,8,6,1.24,0.56,45.16,3100.0,1870.0,100.0,0.0,ridge,5.0,6.557,,,0.0,,0.0,4.5021,0.625,{'away': 8}
2026-04,2024-10-01..2026-03-31,FROZEN_MODEL_EVALUATED,29446,7,5,0.91,0.09,9.89,3000.0,2071.0,10.0,0.0,ridge,5.0,6.4627,,,0.0,,0.0,1.7048,0.5714,"{'away': 5, 'home': 2}"
2026-05,2024-11-01..2026-04-30,FROZEN_MODEL_EVALUATED,29698,1,1,0.14,-0.14,-100.0,3100.0,1343.0,1.0,0.25,ridge,5.0,6.6739,,,0.0,,0.0,24.0987,1.0,{'home': 1}
