month,train_window,status,training_candidates,bets,active_days,staked,profit,roi_pct,available_capacity,test_candidates,alpha,safety_margin,estimator_profile,maximum_odds,validation_rmse_pct,outcome_probability_validation_brier,market_probability_validation_brier,outcome_probability_weight,positive_clv_validation_brier,minimum_positive_clv_probability,average_closing_edge_pct,positive_clv_rate,outcome_counts
2021-10,2021-01-01..2021-09-30,ABSTAIN_INNER_VALIDATION,1185,0,0,0.0,0.0,0.0,3100.0,,,,,,,,,,,,,,
2021-11,2021-02-01..2021-10-31,ABSTAIN_INNER_VALIDATION,1943,0,0,0.0,0.0,0.0,3000.0,,,,,,,,,,,,,,
2021-12,2021-03-01..2021-11-30,FROZEN_MODEL_EVALUATED,2525,22,10,5.96,2.3,38.59,3100.0,681.0,1.0,0.0,ridge,5.0,7.5226,,,0.0,0.224326,0.0,2.5786,0.6364,"{'home': 14, 'draw': 5, 'away': 3}"
2022-01,2021-04-01..2021-12-31,FROZEN_MODEL_EVALUATED,3206,3,3,0.54,0.43,79.63,3100.0,576.0,100.0,0.25,ridge,5.0,7.2936,,,0.0,0.218542,0.0,18.5016,1.0,"{'away': 1, 'home': 2}"
2022-02,2021-05-01..2022-01-31,FROZEN_MODEL_EVALUATED,3782,28,12,8.66,3.11,35.91,2800.0,851.0,100.0,0.0,ridge,5.0,7.9607,,,0.0,0.222278,0.0,2.8024,0.6429,"{'home': 16, 'draw': 7, 'away': 5}"
2022-03,2021-06-01..2022-02-28,FROZEN_MODEL_EVALUATED,4633,13,9,3.62,-0.79,-21.82,3100.0,659.0,100.0,0.25,ridge,5.0,8.1045,,,0.0,0.22352,0.0,8.1831,0.7692,"{'home': 10, 'away': 3}"
2022-04,2021-07-01..2022-03-31,FROZEN_MODEL_EVALUATED,5292,10,5,4.31,2.18,50.58,3000.0,899.0,100.0,0.25,ridge,5.0,8.2562,,,0.0,0.223345,0.0,10.1768,0.9,"{'home': 8, 'away': 2}"
2022-05,2021-08-01..2022-04-30,FROZEN_MODEL_EVALUATED,6146,5,3,2.46,-0.61,-24.8,3100.0,464.0,1.0,0.5,ridge,5.0,8.5949,,,0.0,0.221218,0.0,4.5869,0.6,"{'home': 3, 'away': 2}"
2022-08,2021-11-01..2022-07-31,FROZEN_MODEL_EVALUATED,4801,9,8,2.35,1.59,67.66,3100.0,730.0,1.0,0.0,ridge,5.0,10.894,,,0.0,0.230019,0.0,9.2042,0.8889,"{'away': 6, 'home': 2, 'draw': 1}"
2022-09,2021-12-01..2022-08-31,ABSTAIN_INNER_VALIDATION,4949,0,0,0.0,0.0,0.0,3000.0,,,,,,,,,,,,,,
2022-10,2022-01-01..2022-09-30,FROZEN_MODEL_EVALUATED,4837,8,7,2.08,0.37,17.79,3100.0,938.0,100.0,0.0,ridge,5.0,8.4857,,,0.0,0.22732,0.0,5.0166,0.875,"{'home': 4, 'away': 1, 'draw': 3}"
2022-11,2022-02-01..2022-10-31,FROZEN_MODEL_EVALUATED,5199,5,4,0.68,-0.32,-47.06,3000.0,428.0,10.0,0.0,ridge,5.0,8.3846,,,0.0,0.224937,0.0,1.723,0.6,"{'draw': 2, 'home': 3}"
2022-12,2022-03-01..2022-11-30,FROZEN_MODEL_EVALUATED,4776,1,1,0.11,-0.11,-100.0,3100.0,312.0,100.0,0.0,ridge,5.0,8.0516,,,0.0,0.225397,0.0,9.3001,1.0,{'away': 1}
