month,bets,staked,profit,roi_pct
2021-09,0,0.0,0.0,0.0
2021-10,0,0.0,0.0,0.0
2021-11,0,0.0,0.0,0.0
2021-12,6,12.17,7.19,59.08
2022-01,1,1.25,3.06,244.8
2022-02,14,42.6,18.63,43.73
2022-03,11,45.49,-11.47,-25.21
2022-04,8,44.26,32.04,72.39
2022-05,5,24.44,0.61,2.5
2022-08,2,2.28,3.7,162.28
2022-09,2,1.49,-1.49,-100.0
2022-10,4,10.82,8.17,75.51
2022-11,3,1.7,-0.3,-17.65
2022-12,0,0.0,0.0,0.0
2023-01,0,0.0,0.0,0.0
2023-02,7,4.96,-2.9,-58.47
2023-03,5,22.83,-0.31,-1.36
2023-04,10,35.76,17.73,49.58
2023-05,3,11.92,4.84,40.6
2023-08,1,0.34,0.83,244.12
2023-09,0,0.0,0.0,0.0
2023-10,0,0.0,0.0,0.0
2023-11,0,0.0,0.0,0.0
2023-12,1,1.17,-1.17,-100.0
2024-01,0,0.0,0.0,0.0
2024-02,2,0.5,1.53,306.0
2024-03,1,0.18,0.56,311.11
2024-04,2,0.44,0.11,25.0
2024-05,2,0.76,0.9,118.42
2024-08,14,5.75,-1.18,-20.52
2024-09,5,2.26,0.48,21.24
2024-10,8,12.52,-3.71,-29.63
2024-11,1,0.5,0.98,196.0
2024-12,2,2.69,8.15,302.97
2025-01,5,4.63,3.06,66.09
2025-02,13,16.47,11.02,66.91
2025-03,6,3.59,-0.31,-8.64
2025-04,9,2.52,-1.44,-57.14
2025-05,8,5.69,1.51,26.54
2025-08,7,2.87,-1.28,-44.6
2025-09,8,3.87,4.5,116.28
2025-10,9,9.9,3.84,38.79
2025-11,0,0.0,0.0,0.0
2025-12,0,0.0,0.0,0.0
2026-01,2,3.35,3.35,100.0
2026-02,0,0.0,0.0,0.0
2026-03,2,0.96,0.46,47.92
2026-04,3,3.32,-3.32,-100.0
